selfies,token_count,valid,smiles,canonical_smiles,logp,mw,heavy_atoms,rings,aromatic_rings,hbd,hba,rot_bonds,qed,lipinski,token_retention
[C][C][=C][C][=C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][N][=Ring1][=N][C][=C][Ring2][Ring1][#Branch2],45,True,C1C=CC=C(C(=O)NCCN(C(=O)C=NC(C2=CC=CC=C2)F)N)C1,NN(CCNC(=O)C1=CC=CCC1)C(=O)C=NC(F)c1ccccc1,1.82,344.39,25,2,1,2,4,7,0.26,True,0.822
[C][O][C][=C][C][=C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][N][Branch1][#Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][I][C][C][Ring1][N][C][=C][Ring2][Ring1][=Branch2],47,True,COC=C1C=C(NC(=O)[C@H1](C)C(=O)NC2CCN(C3=NC=CC=N3)CC2C)C1,COC=C1C=C(NC(=O)[C@H](C)C(=O)NC2CCN(c3ncccn3)CC2C)C1,1.378,385.47,28,3,1,2,6,6,0.567,True,0.979
[C][C][=C][C][=C][Branch2][Ring2][Ring2][C][N][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][C][Ring2][C][C][C][=C][Ring2][Ring1][O],48,True,C1C=CC=C(CNCC=NC(=O)CCCN2C(=O)C3=CC=CC=C32)C=C1,O=C(CCCN1C(=O)c2ccccc21)N=CCNCC1=CC=CCC=C1,3.057,349.43,26,3,1,1,3,8,0.58,True,0.771
[C][C][=C][C][=C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][Cl][S][Ring1][S][C][=N][Ring2][Ring1][=Branch2],46,True,CC=C1C=C(NC(=O)C=C2C=C(NC(=O)CC3=CC=C(C)C=C3Cl)S2C)N1,CC=C1C=C(NC(=O)C=C2C=C(NC(=O)Cc3ccc(C)cc3Cl)[SH]2C)N1,3.142,403.94,27,3,1,4,3,5,0.451,True,1.0
[C][O][C][=C][C][=C][Branch2][Ring1][#C][C][N][C][C][N][Branch2][Ring2][C][=Branch1][C][=O][C][=N][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][C][Ring1][P][=O][C][=C][Ring2][Ring1][=Branch2],45,True,COC=CC=CCNCCNC=O,COC=CC=CCNCCNC=O,0.038,184.24,13,0,0,2,3,8,0.242,True,0.289
[C][O][C][=C][C][=C][C][Branch2][Ring1][#C][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][=C][Ring1][N][C][=N][Ring2][Ring1][#Branch1],43,True,C1OC=CC=CC1S(=O)(=O)[N-1]C2=CC=C(C(=O)N(C)C)CC=C2C=N,CN(C)C(=O)C1=CC=C([N-]S(=O)(=O)C2C=CC=COC2)C(C=N)=CC1,2.037,362.43,25,2,0,1,5,5,0.756,True,1.0
[C][C][C][=C][C][=C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C@H1][C][C][=Branch1][C][=O][N][Branch1][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Ring1][PH1+1][N][=C][Ring2][Ring1][Branch1],41,True,C1CC=CC=C1NC(=O)[C@H1]CC(=O)N(CCC)CCCCC=CN=C,C=NC=CCCCCN(CCC)C(=O)C[CH]C(=O)NC1=CC=CCC1,3.554,344.48,25,1,0,1,3,12,0.435,True,0.805
[C][O][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C@@H1][Branch1][=N][C][=Branch1][C][=O][N][C][C][C][C][C@@H1][Ring1][Branch1][O][C][Ring1][Ring1][Ring1][C][=C][Ring2][Ring1][#Branch1],40,True,COC=CC#CC(=O)NC[C@@H1](C(=O)NC1CCC[C@@H1]12)OC2,COC=CC#CC(=O)NC[C@@H]1OC[C@H]2CCCC2NC1=O,-0.05,292.34,21,2,0,2,4,3,0.565,True,0.675
[C][C][=C][C][=C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][C][C][C][C][N][Branch1][=C][C][=Branch1][C][=O][C][C@@H1][C][C][C][O][Ring1][Branch1][C][C][Ring1][=C][C][=C][Ring2][Ring1][=Branch2],42,True,C1C=CC=C(NC(=O)CC2CCCN(C(=O)C[C@@H1]3CCCO3)C2)C=C1,O=C(CC1CCCN(C(=O)C[C@@H]2CCCO2)C1)NC1=CC=CCC=C1,2.7,344.46,25,3,0,1,3,5,0.834,True,0.905
[C][C][N][C][=C][C][Branch2][Ring1][S][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch2][N][C][C][O][O][C][Ring1][#Branch1][=O][=C][Ring1][=N][C][=C][Ring2][Ring1][#Branch2],43,True,C1CNC=CC1C(=O)NNC(=O)C2=CC=CC(NCCOOC=O)=C2C=C,C=Cc1c(NCCOOC=O)cccc1C(=O)NNC(=O)C1C=CNCC1,0.73,374.4,27,2,1,4,7,9,0.218,True,0.86
[C][C][C][C][=C][Branch2][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][C][C][C@@H1][N][Branch1][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N][=C][=N+1][Ring2][Ring1][=Branch2],42,True,CC1CC=CNNC(=O)CCC2[C@@H1]N(C(=O)C3=CC=CC=C3C)C2=C=[N+1]1,Cc1ccccc1C(=O)N1[CH]C2CCC(=O)NNC=CCC(C)[N+]=C=C21,1.825,351.43,26,3,1,2,4,1,0.81,True,0.905
[C][O][C][=C][C][=C][Branch2][Ring1][#C][C][NH1+1][C][C][C@][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][Ring1][P][C][=C][Ring2][Ring1][=Branch1],42,True,C1OC=CC=C1C2[NH1+1]CC[C@](NC(=O)C3=CC=C(O)C=C3C)C2C=C,C=CC1[C](NC(=O)c2ccc(O)cc2C)CC[NH+]C1C1=CC=COC1,1.356,339.42,25,3,1,3,4,4,0.725,True,0.905
[C][NH1+1][Branch1][C][C][C][Branch1][C][C][O][C][=C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C@H1][Branch1][C@@H1][Branch1][C][C][C][Branch1][Branch1][=Branch1][Ring1][#N][#Branch2][O][=Branch1][Ring2][Ring1][Branch1],40,True,C[NH1+1](C)C(C1)OC=CC1C(=O)N[C@@H1](C2)C2O,C[NH+](C)C1CC(C(=O)N[C@H]2CC2O)C=CO1,-1.743,227.28,16,2,0,3,3,3,0.536,True,0.65
[C][C][=C][C][=C][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][C][NH1+1][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][C][=C][C][Branch1][C][Cl][N][Ring1][#Branch1][C][C][Ring1][P][C][=C][Ring2][Ring1][=Branch2],44,True,CC1=CC=C(C(=O)N2CC[NH1+1](CC)C(=O)N3CC=CC(Cl)N3CC2)C=C1,CC[NH+]1CCN(C(=O)c2ccc(C)cc2)CCN2C(Cl)C=CCN2C1=O,1.129,377.9,26,3,1,1,3,2,0.477,True,0.932
[C][C][C][=C][C][=C][Branch2][Ring1][C][N][=C][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][NH1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=O][S][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2],45,True,CCC1=CC=C(N=CCNC(=O)C[NH1]C2=CC3=CC=CC=C3C2)OSC=C1,CCc1ccsoc(N=CCNC(=O)CNC2=Cc3ccccc3C2)cc1,4.033,381.5,27,3,2,2,5,7,0.712,True,0.867
[C][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][Branch1][S][C][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][C][Ring1][P][N][=N][Ring2][Ring1][=N],48,True,C1C=CC=C(NC(=O)CN2C(=O)CN(CC(=O)C3=CC=CC(Cl)=C3)CC2)N=N1,O=C(CN1CCN(CC(=O)c2cccc(Cl)c2)CC1=O)NC1=CC=CCN=N1,1.647,401.85,28,3,1,1,6,6,0.733,True,0.896
[C][C][=C][C][=C][Branch2][Ring1][=N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][NH1+1][Branch1][#C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][Ring1][N][C][=C][Ring2][Ring1][Branch2],41,True,C1C=CC=C(S(=O)(=O)CCC[NH1+1](CCC2=CC=CC=C2Cl)N)C=C1,N[NH+](CCCS(=O)(=O)C1=CC=CCC=C1)CCc1ccccc1Cl,1.846,367.92,24,2,1,2,3,8,0.544,True,0.854
[C][C][=Branch1][C][=O][C][#C][C][=C][C][Branch2][Ring1][S][C][=Branch1][C][=O][N][C][C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][C][C][Ring1][=C][=C][S][Ring2][Ring1][=Branch2],47,True,C1C(=O)C#CC=CC1C(=O)NC2CC(C(=O)N3CCC(C)CC3)CC2=CS,CC1CCN(C(=O)C2CC(=CS)C(NC(=O)C3C=CC#CC(=O)C3)C2)CC1,2.102,386.52,27,3,0,2,4,3,0.444,True,1.043
[C][C][=C][C][=C][C][Branch2][Ring2][Ring1][C@@H1][C][C][C@@H1][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][C][N][Branch1][#Branch2][C][=NH1+1][C][=C][C][=N][Ring1][=Branch1][C][C][C][Ring1][N][C][Ring2][Ring1][Ring2][N][Ring2][Ring1][#Branch2],46,True,C1C=CC=C2C1[C@@H1]CC[C@@H1](C(=O)CCN(C3=[NH1+1]C=CC=N3)CC)C2N,CCN(CCC(=O)[C@@H]1CC[CH]C2CC=CC=C2C1N)c1nccc[nH+]1,2.125,340.47,25,3,1,1,4,6,0.861,True,0.783
[C][C][C][C][=N][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][NH1][N][=Ring2][Ring1][Ring2][C],39,True,CCC=1C=NC(C(=O)[C@H1](C)NC(=O)C2=CC=C(Cl)C=C2[NH1])N=1,CCC1=NC(C(=O)[C@H](C)NC(=O)c2ccc(Cl)cc2[NH])N=C1,2.203,319.77,22,2,1,1,4,5,0.9,True,0.974
[C][C][=C][C][=C][C][Branch2][Ring2][C][N][C][C][C@H1][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][N],46,True,C1C=CC=CC(N2CC[C@H1](NC(=O)CCS(=O)(=O)C3=CC=CC=C3)C2)=C1,O=C(CCS(=O)(=O)c1ccccc1)N[C@H]1CCN(C2=CCC=CC=C2)C1,2.441,372.49,26,3,1,1,4,6,0.833,True,0.891
[C][C][=C][C][=C][C][Branch2][Ring1][P][C@@H1][Branch1][S][#C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][O][N][=C][S][C][Branch1][C][C][C][#N][=C][Ring2][Ring1][#Branch1],42,True,CC=CC=CC[C@@H1](CC(=O)C1=CC=C(I)C=C1)ON=CSC(C)C#N,CC=CC=CC[C@@H](CC(=O)c1ccc(I)cc1)ON=CSC(C)C#N,5.36,468.36,25,1,1,0,5,10,0.116,False,0.833
[C][O][C][=C][C][=C][Branch2][Ring1][=N][C][C@@H1][Branch1][#C][C][N][C][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch2],41,True,COC1=CC=C(C[C@@H1](CNC(=O)C2=CC=CS2C)OC3=CC=CC=C3C)C1,COC1=CC=C(C[C@@H](CNC(=O)C2=CC=C[SH]2C)Oc2ccccc2C)C1,4.151,385.53,27,3,1,2,3,8,0.661,True,1.0
[C][C][O][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1],40,True,CCOC1=CC=C(NC(=O)N(C)CC(=O)NCCC2=CC=CC=C2)C=C1,CCOc1ccc(NC(=O)N(C)CC(=O)NCCc2ccccc2)cc1,2.908,355.44,26,2,2,2,3,8,0.765,True,1.0
[C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C@@H1][C][C][=Branch1][C][=O][N][Branch1][=N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][C][=C][Ring2][Ring1][#Branch1],48,True,CN(C)C(=O)C1=CC=C(NC(=O)[C@@H1]C2C(=O)N(CCC3=CC=CC=C3C2)C)C1,CN(C)C(=O)C1=CC=C(NC(=O)[CH]C2Cc3ccccc3CCN(C)C2=O)C1,1.482,380.47,28,3,1,1,3,4,0.86,True,0.958
[C][S][C][=C][C][=C][Branch2][Ring2][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=C][NH1][Ring1][P][C][=C][Ring2][Ring1][=N],49,True,C1SC=CC=C(CNC(=O)C=CC(S(=O)(=O)NC2=CC=C(F)C=C2)=C[NH1])C1,[NH]C=C(C=CC(=O)NCC1=CC=CSCC1)S(=O)(=O)Nc1ccc(F)cc1,2.941,408.5,27,2,1,2,4,7,0.535,True,0.857
[C][C][=C][C][=C][Branch2][Ring2][C][C][N][C][=Branch1][C][=O][C][C][C][NH1+1][Branch2][Ring1][C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][Ring1][P][C][=N][Ring2][Ring1][=Branch2],46,True,CC=CC=C(CNC(=O)CC1C[NH1+1](CCCC2=CC3=CC=CC=C3N2C)C1)C=N,CC=CC=C(C=N)CNC(=O)CC1C[NH+](CCCc2cc3ccccc3n2C)C1,2.284,393.56,29,3,2,3,2,10,0.421,True,0.913
[C][C][=C][C][=C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C][C][C@@H1][Branch2][Ring1][Ring1][O][C][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2],46,True,C1C=CC=C1C(=O)NCC[C@@H1](OCC(=O)C(C2=CC=CC=C23)C)C3,CC1C(=O)CO[C@H](CCNC(=O)C2=CC=CC2)Cc2ccccc21,2.693,325.41,24,3,1,1,3,4,0.926,True,0.804
[C][C][=C][C][=C][Branch2][Ring1][S][C][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][C][N][Ring1][#Branch1][C][C][Branch1][C][C][C@H1][C][C][NH1+1][Branch1][Ring1][C][#N][C][Branch1][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch2][C],46,True,CC1=CC=C(CNC(=O)C=C(CCN)CC(C)[C@H1]CC[NH1+1](C#N)CC)C1C,CC[NH+](C#N)CC[CH]C(C)CC(=CC(=O)NCC1=CC=C(C)C1C)CCN,1.907,372.56,27,1,0,3,3,12,0.361,True,0.87
[C][C][=C][C][=C][Branch2][Ring2][C][C][=Branch1][C][=O][=N][C][Cl][C][/C][Branch2][Ring1][S][C][C][=Branch1][C][=N][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][O][Ring1][P][C][=C][Ring2][Ring1][#Branch2],46,True,C1C=CC=C(C(=O)NCCl)C=C1,O=C(NCCl)C1=CC=CCC=C1,1.741,183.64,12,1,0,1,1,2,0.513,True,0.348
[C][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][N][C][=C][C][=C][#Branch2][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][O][C][=C][Ring2][Ring1][#Branch1],42,True,CC(=O)C=CC=CNC(=O)CNC1=CC=C2CC=CC=C2N=C1C=C,C=CC1=NC2=CC=CCC2=CC=C1NCC(=O)NC=CC=CC(C)=O,2.646,335.41,25,2,0,2,4,7,0.555,True,0.786
[C][C][=C][C][=C][Branch2][Ring1][S][C][C][N][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][O][C][=C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][N][=Ring1][NH1+1][C][=Ring1][Ring1][Ring2][C][=C][Ring2][Ring1][=Branch2],44,True,C1C=CC=C1CCN(C(=O)COC=C(C2=CC=CN=C23)N3)C,CN(CCC1=CC=CC1)C(=O)COC=C1Nc2ncccc21,2.557,297.36,22,3,1,1,4,6,0.82,True,0.727
[C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][C][Ring1][Ring1][Branch1][C][C][Ring2][Ring1][Ring2],42,True,CC1(C)C(=O)NCCN(C(=O)C2=CC=C(F)C=C2F)CC1,CC1(C)CCN(C(=O)c2ccc(F)cc2F)CCNC1=O,1.953,296.32,21,2,1,1,2,1,0.861,True,0.81
[C][O][C][=C][C][=C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][=N][NH1][C][=Branch1][C][=Ring1][C@@H1][Ring1][#Branch1][C][C][C][C][C][C][C][C][Ring1][Branch1][C][=C][Ring2][Ring1][Branch2],42,True,C1OC=CC=C(NC(=O)[C@@H1](C)N[NH1]C)C=C1,CNN[C@H](C)C(=O)NC1=CC=COCC=C1,0.199,223.28,16,1,0,3,4,4,0.596,True,0.524
[C][C][=C][C][=C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][S][C][=Ring1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][N][Ring1][P][C][=C][Ring2][Ring1][#Branch2],48,True,C1C=CC=C1C(=O)NCCCN(C(=O)NC2=CSCC(C)C=N2)N,CC1C=NC(NC(=O)N(N)CCCNC(=O)C2=CC=CC2)=CSC1,1.517,349.46,24,2,0,3,5,6,0.293,True,0.792
[C][C][=C][C][=C][Branch2][Ring1][P][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][P][C][=C][Ring2][Ring1][#Branch2][O],46,True,CC1=CC=C(C(=O)N[C@@H1](C)C(=O)NCCC2CC3=CC=CC=C3C2C)C=C1O,Cc1ccc(C(=O)N[C@@H](C)C(=O)NCCC2Cc3ccccc3C2C)cc1O,3.301,380.49,28,3,2,3,3,6,0.719,True,0.957
[C][C][C][C][=C][C][=C][Branch2][Ring1][=N][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=S][N][=Ring1][#Branch1][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch2],42,True,C1CCC=CC=C(CNC(=O)CCNC(=S)N)C1,NC(=S)NCCC(=O)NCC1=CC=CCCCC1,1.382,267.4,18,1,0,3,2,5,0.658,True,0.571
[C][O][C][=C][C][=C][Branch2][Ring1][O][C][=Branch1][C][=O][N][Branch1][Branch1][C][C][N][Branch1][=N][C][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][Branch1][C][Ring1][=C][C][=C][Ring2][Ring1][Branch1][O],42,True,C1OC=CC=C(C(=O)NCCNCC(=O)NC2CC2)C=C1O,O=C(CNCCNC(=O)C1=CC=COCC(O)=C1)NC1CC1,-0.117,307.35,22,2,0,4,5,7,0.492,True,0.786
[C][C][C][=C][C][=C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=C][C][=C][Ring2][Ring1][=Branch2][C],43,True,C1CC=CC=C(NC(=O)C=CC=C(C)C=O)C=C1C,CC(C=O)=CC=CC(=O)NC1=CC=CCCC(C)=C1,2.984,257.33,19,1,0,1,2,4,0.478,True,0.628
[C][C][S][C][=C][C][Branch2][N-1][Ring1][N][C][=Branch1][C][=O][C][=Ring1][=Branch1][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][N][Ring2][Ring1][=Branch2][C][=Ring2][Ring1][=Branch2],46,True,C1=2CSC=C3C(NC)(O4)C3CCN(C(=O)C5=CC=CC=C5)CC4N1C=2,CNC12OC3CN(C(=O)c4ccccc4)CCC1C2=CSCC1=CN13,2.208,355.46,25,5,1,1,5,2,0.881,True,0.87
[C][C][S][C][=C][C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=S][N][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][=C][N][C][Branch1][C][C][=C][Ring2][Ring1][=Branch1],41,True,CCSC1=CC(NC(=S)NC=C2C=CC(C(C)C)C=C2)=CNC(C)=C1,CCSC1=CC(NC(=S)NC=C2C=CC(C(C)C)C=C2)=CNC(C)=C1,4.718,373.59,25,2,0,3,3,5,0.608,True,1.0
[C][C][=C][C][=C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][=C][N][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][Ring1][Ring1][C][C][=C][Ring2][Ring1][#Branch2],47,True,CC=C1C=C(C(=O)NCCN(C(=O)C=CC2=CN=CC=CC=C3[NH1]2)C3CC)C1,CC=C1C=C(C(=O)NCCN2C(=O)C=Cc3cnccccc([nH]3)C2CC)C1,3.233,378.48,28,3,1,2,3,5,0.826,True,0.936
[C][O][C][=C][C][=C][Branch2][Ring1][#C][C][=Branch1][C][=O][C@H1][C][C][=Branch1][C][=O][N][Branch1][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C][Ring1][Branch1][C][=C][Ring2][Ring1][=Branch2][F],44,True,C1OC=CC=C(C(=O)[C@H1]CC(=O)N(C)COC2=CC=CC=C2F)C1F,CN(COc1ccccc1F)C(=O)C[CH]C(=O)C1=CC=COCC1F,2.592,350.34,25,2,1,0,4,7,0.71,True,0.795
[C][C][Branch1][C][C][C][C][C][C][NH1+1][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][C][C][NH1][C][=Ring1][O][C][C][Ring2][Ring1][=Branch1],43,True,CC(C)C1CCC[NH1+1](C(=O)C=CC(C2)=CC=CC=C2C(C)[NH1]C)CC1,CNC(C)C1=CC=CC=C(C=CC(=O)[NH+]2CCCC(C(C)C)CC2)C1,2.831,343.54,25,2,0,2,2,5,0.753,True,0.953
[C][S][C][C][=C][C][=C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][=C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][O][Ring1][S][C][=C][Ring2][Ring1][Branch2],44,True,CSCC=C1C=C(NC(=O)C2=CC(C(=O)NCCC3=CC=CC=C3)=CO2)C=C1,CSCC=C1C=CC(NC(=O)c2cc(C(=O)NCCc3ccccc3)co2)=C1,3.725,394.5,28,3,2,2,4,8,0.716,True,1.0
[C][C][=C][C][=C][C][Branch2][Ring2][C][N][C][=Branch1][C][=O][C@@H1][C][C][N][Branch2][Ring1][Ring1][C][C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][Ring1][#C][=O][=C][Ring2][Ring1][N][C],48,True,CC=CC=CC(NC(=O)[C@@H1]CC1N(CCC2=NN(C3=CC=CC=C3)C2)C1)=O,CC=CC=CC(=O)NC(=O)[CH]CC1CN1CCC1=NN(c2ccccc2)C1,2.306,365.46,27,3,1,1,5,9,0.414,True,0.812
[C][C][=C][N][=C][Branch2][Ring1][S][C][C][C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][C][C][C@@H1][Branch1][C][/C][C][=C][C][=C][O][=C][Ring1][=Branch1][C][C][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2],44,True,CC=C1N=C(CC2CN(C(=O)CCC[C@@H1](/C)C3=CC=COC3)CC2)C=C1,CC=C1C=CC(CC2CCN(C(=O)CCC[C@@H](C)C3=CC=COC3)C2)=N1,4.416,354.49,26,3,0,0,3,7,0.679,True,1.0
[C][O][C][=C][C][=C][Branch2][Ring2][P][C][=Branch1][C][=O][N][C][C][C][C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][P][C][Ring2][Ring1][=Branch2],45,True,COC=CC=CC(=O)N1CCCC(C(=O)NC2=CC=C(F)C=C2C)C1C,COC=CC=CC(=O)N1CCCC(C(=O)Nc2ccc(F)cc2C)C1C,3.416,360.43,26,2,1,1,3,5,0.497,True,0.867
[C][C][C][=C][C][=C][Branch2][Ring1][#C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][C][C][C][O][Ring1][Branch1][C][C][Ring1][=N][C][=C][Ring2][Ring1][=Branch2],44,True,C1CC=CC=C(CC(=O)C(=O)NCCN(C(=O)C2CCCO2)C)C=C1,CN(CCNC(=O)C(=O)CC1=CC=CCCC=C1)C(=O)C1CCCO1,1.532,346.43,25,2,0,1,4,7,0.71,True,0.864
[C][#C][C][=C][C][=C][Branch2][Ring1][P][C][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch2],46,True,C#CC1=CC=C(CC(=O)C(=O)N2CCC(C3=NC4=CC=CC=C4[NH1]3)CC2)C=C1,C#Cc1ccc(CC(=O)C(=O)N2CCC(c3nc4ccccc4[nH]3)CC2)cc1,3.062,371.44,28,4,3,1,3,4,0.566,True,1.0
